Date,Open,High,Low,Close,Adj Close,Volume
2022-10-26,125.500000,132.000000,125.500000,131.250000,124.551064,709856
2022-10-27,131.250000,136.000000,130.000000,136.000000,129.058624,813903
2022-10-28,136.000000,139.000000,135.500000,138.750000,131.668274,557581
2022-10-31,139.000000,144.500000,134.500000,143.750000,136.413071,863602
2022-11-01,144.750000,147.000000,141.500000,143.000000,135.701355,509426
2022-11-02,145.750000,145.750000,139.500000,143.000000,135.701355,374922
2022-11-03,141.000000,144.500000,139.000000,140.000000,132.854462,317080
2022-11-04,142.750000,142.750000,138.750000,139.000000,131.905518,263400
2022-11-07,139.000000,139.250000,132.750000,133.500000,130.710983,222910
2022-11-08,132.750000,135.000000,132.000000,132.500000,129.731888,190388
2022-11-09,135.000000,138.750000,132.500000,137.250000,134.382660,584464
2022-11-10,137.000000,143.500000,136.500000,143.000000,140.012527,982395
2022-11-11,143.000000,147.250000,143.000000,146.500000,143.439407,648643
2022-11-14,146.750000,150.000000,146.000000,148.500000,145.397629,850758
2022-11-15,149.000000,152.000000,148.000000,150.750000,147.600616,731392
2022-11-16,152.750000,153.000000,146.500000,149.500000,146.376740,387615
2022-11-17,151.500000,153.500000,149.000000,153.500000,150.293167,456803
2022-11-18,153.500000,155.000000,153.000000,154.500000,151.272263,349092
2022-11-22,155.500000,156.500000,149.500000,152.250000,149.069275,655173
2022-11-23,150.500000,153.000000,148.000000,148.000000,144.908066,496393
2022-11-24,152.000000,152.750000,145.250000,151.000000,147.845383,525431
2022-11-25,152.000000,152.500000,148.250000,152.500000,149.314056,424810
2022-11-28,153.000000,158.000000,149.000000,157.500000,154.209595,792289
2022-11-29,157.500000,164.000000,157.000000,164.000000,160.573807,806606
2022-11-30,164.000000,167.000000,161.000000,166.250000,162.776794,521674
2022-12-01,166.000000,169.250000,163.000000,168.000000,164.490234,804759
2022-12-02,165.000000,170.500000,163.000000,164.000000,160.573807,690725
2022-12-05,165.000000,167.000000,164.000000,165.750000,162.287247,486288
2022-12-06,162.000000,167.500000,161.000000,167.500000,164.000687,908985
2022-12-07,168.500000,175.500000,168.000000,174.000000,170.364883,458093
2022-12-12,174.500000,179.500000,171.500000,177.500000,173.791763,607855
2022-12-13,180.000000,182.000000,177.000000,179.750000,175.994766,525613
2022-12-14,180.000000,180.000000,171.500000,176.750000,173.057434,501359
2022-12-15,172.250000,177.500000,166.000000,174.000000,170.364883,681359
2022-12-16,175.000000,175.500000,169.000000,174.000000,170.364883,266640
2022-12-19,173.500000,177.000000,169.500000,171.500000,167.917114,363443
2022-12-20,172.500000,175.750000,170.750000,174.500000,170.854446,42828
2022-12-21,176.000000,180.000000,173.000000,177.500000,173.791763,372489
2022-12-22,178.000000,179.000000,173.000000,176.500000,172.812668,625151
2022-12-23,177.500000,182.500000,176.000000,181.000000,177.218643,856166
2022-12-26,182.500000,185.000000,180.000000,184.500000,180.645523,492991
2022-12-27,186.000000,186.000000,184.000000,185.500000,181.624634,358567
2022-12-28,181.250000,190.000000,181.250000,189.000000,185.051514,595681
2022-12-29,188.500000,189.750000,180.250000,182.500000,178.752563,463839
2022-12-30,188.000000,188.000000,178.000000,181.000000,177.283371,493710
2023-01-02,183.000000,186.750000,180.500000,186.000000,182.180695,347797
2023-01-03,186.000000,188.750000,180.500000,184.750000,180.956375,1084177
2023-01-04,185.000000,189.000000,183.000000,186.500000,182.670441,465413
2023-01-05,189.000000,191.750000,185.250000,190.000000,186.098572,714020
2023-01-06,192.000000,195.000000,190.000000,194.000000,190.016434,664802
2023-01-09,195.000000,201.000000,194.750000,197.750000,193.689423,499024
2023-01-10,199.500000,204.000000,196.500000,202.000000,197.852158,814548
2023-01-11,204.000000,205.250000,195.750000,201.250000,197.117554,593671
2023-01-12,202.000000,207.500000,200.000000,207.000000,202.749496,809338
2023-01-13,208.000000,222.500000,203.500000,222.000000,217.441483,986780
2023-01-16,225.000000,230.000000,218.000000,226.000000,221.359344,539110
2023-01-17,226.000000,230.000000,221.000000,225.250000,220.624741,591682
2023-01-18,224.000000,231.000000,202.000000,208.000000,203.728958,1193051
2023-01-19,208.000000,208.000000,194.000000,203.500000,199.321365,479006
2023-01-20,205.000000,212.000000,200.000000,207.750000,203.484085,420146
2023-01-23,213.500000,214.000000,206.500000,210.000000,205.687897,377298
2023-01-24,212.000000,213.000000,204.250000,209.500000,205.198151,320609
2023-01-25,208.000000,212.000000,208.000000,211.000000,206.667358,372842
2023-01-26,211.000000,214.500000,211.000000,212.500000,208.136551,344802
2023-01-27,214.000000,215.000000,205.000000,213.500000,209.116028,227090
2023-01-30,215.000000,215.250000,205.000000,209.500000,205.198151,186236
2023-01-31,210.750000,213.750000,206.500000,210.000000,205.687897,621917
2023-02-01,210.000000,213.750000,207.000000,211.000000,206.667358,218913
2023-02-02,212.000000,214.000000,205.500000,210.000000,205.687897,404898
2023-02-03,212.000000,214.000000,209.500000,210.750000,206.422485,302688
2023-02-06,210.000000,212.000000,202.500000,207.000000,202.749496,341099
2023-02-07,205.000000,209.500000,205.000000,207.250000,202.994354,414212
2023-02-08,210.000000,210.750000,205.000000,210.750000,206.422485,265199
2023-02-09,213.000000,214.500000,211.000000,212.000000,207.646820,342151
